branch,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
N12#N10,84196,2,13,31,5,99,1,22,10,9,9,11,60,3,3,204,228,198,0,1,7,16171,1,1,10,12,7,2,0,1,1,2,1,0,7,67,8,5,3,23,16,0,62035,376,0,35,16,1,2,0,0,144,1,8,3,12,3,7,0,5,56,1,466,94834,0,44,10,2,86,2,1,19,4,134,5,10,10,33,0,1,1,16,0,0,38134,0,4,32,0,140,0,1,1,0,1,15,4,19,3,97,107,19,37,48,0,51713,0,2,6,3,0,25,4,6,32,119,9,27,1,0,1,5,8,3,7,1,28665,1,4,19,0,53,10,99,43,10,0,0,1,62,13,1,0,2,35,5,0,75110,5,177,76,10,2,4,3,10,45,499,1,0,12,1,6,55,0,8,6,12,89159,9,19,98,2,84,398,23,54,6,0,0,15,3,1,5,148,1,16,159,6,112791,149,2,26,51,17,23,12,201,7,5,14,0,1,0,5,0,1,76,14,154,30051,2,0,2,4,1,33,72,0,0,8,3,91,5,2,22,61,13,57,2,0,53684,1,8,14,200,59,1,0,14,78,2,1,3,5,3,6,3,3,45,0,0,50952,29,10,139,38,9,0,0,5,1,6,111,1,3,150,0,85,65,5,7,43,61651,116,13,7,7,1,4,5,18,0,7,1,18,62,6,293,9,6,12,3,100,59218,26,8,3,6,1,212,81,12,5,18,107,5,16,11,51,5,192,85,5,35,106330,311,9,1,9,228,5,2,8,2,13,6,92,16,11,37,50,20,3,11,297,70857,61,1,0,155,2,4,16,16,12,1,511,2,198,88,1,3,2,3,6,34,88730,0,3,0,5,0,0,4,1,0,1,0,5,1,0,0,1,8,3,1,1,5765,2,2,36,2,0,178,2,82,0,1,9,0,15,1,2,3,17,0,0,2,33313
N13#N10,84196,2,33,62,2,149,0,27,14,22,18,9,97,5,8,351,418,345,0,1,4,16171,1,0,11,16,11,2,1,6,1,3,0,1,11,89,5,4,9,39,42,0,62035,501,0,58,13,2,9,2,0,220,5,11,2,27,5,5,0,1,76,0,581,94834,0,58,6,1,146,5,2,23,7,182,8,8,16,34,2,0,3,18,0,0,38134,1,2,38,0,145,3,0,0,0,2,9,2,23,1,146,159,15,97,85,1,51713,5,4,14,3,1,49,4,8,53,179,20,19,1,2,0,9,13,8,8,0,28665,1,8,19,1,70,18,142,65,14,3,0,0,146,16,0,2,2,37,0,0,75110,10,201,125,23,4,1,6,16,103,632,0,2,12,1,8,108,0,4,6,13,89159,7,28,130,6,115,511,27,68,5,1,1,19,7,2,8,246,3,23,279,7,112791,251,1,31,67,18,67,14,304,6,7,8,0,0,2,7,1,0,157,27,234,30051,3,2,5,8,4,39,89,1,0,4,10,156,9,0,20,64,15,119,0,2,53684,7,13,9,311,86,5,0,13,138,2,2,8,5,5,22,4,5,71,2,4,50952,35,12,199,48,8,0,1,9,2,10,177,2,9,180,3,144,103,6,15,55,61651,162,12,4,3,0,4,2,28,1,14,1,37,76,2,448,19,12,13,11,175,59218,45,17,6,11,7,259,112,22,11,32,120,10,21,25,70,6,291,125,9,35,106330,433,13,4,11,311,7,4,14,2,12,3,136,56,18,75,76,34,7,21,401,70857,74,1,3,221,0,5,27,27,16,0,797,3,264,126,4,2,2,5,16,61,88730,0,5,0,4,0,1,1,1,1,0,0,11,0,0,0,1,9,2,0,0,5765,4,0,39,8,0,185,0,102,2,0,4,0,12,3,5,2,11,1,0,2,33313
N14#N11,85034,63,129,262,39,536,22,168,68,155,88,80,355,60,31,1684,1241,1051,4,13,48,15546,7,2,93,62,32,22,6,46,7,22,6,14,44,352,47,20,21,130,122,8,61795,2633,4,205,78,6,59,14,2,775,8,68,12,201,44,37,0,29,363,8,3382,99964,5,304,52,23,495,68,34,177,49,854,63,138,137,190,2,17,25,89,3,2,37998,9,42,200,1,826,31,8,12,15,2,95,16,131,9,898,709,98,288,329,16,54312,22,34,117,27,21,246,33,69,195,806,133,179,22,12,18,43,53,21,51,15,27232,7,39,115,5,299,78,515,191,75,21,17,5,460,83,23,2,7,163,11,9,71655,26,1342,398,30,10,7,11,59,301,2648,3,19,123,12,56,326,6,71,73,56,93168,63,113,522,44,718,2500,251,387,58,6,10,140,62,9,32,979,22,121,1563,49,113159,1043,18,171,344,105,207,114,1448,42,81,76,5,4,16,29,13,4,508,51,1023,29025,11,9,25,38,38,208,411,8,6,83,51,472,84,17,159,298,70,346,21,22,51175,22,86,79,1340,414,41,0,77,611,22,32,60,19,33,144,34,44,329,29,44,55410,345,85,1003,330,107,2,17,87,27,72,806,8,23,885,21,713,473,55,167,388,61786,457,135,113,64,16,48,44,93,17,57,12,119,346,32,2230,106,39,93,43,616,57842,188,91,28,51,36,1488,418,135,87,133,588,114,120,156,302,53,1136,592,100,196,106996,1819,177,12,90,1090,46,39,53,27,61,27,437,176,126,222,328,167,49,100,1819,69850,417,1,10,892,27,36,100,140,79,12,3123,44,1079,400,33,41,36,15,105,369,88610,3,12,1,24,0,1,42,11,6,1,4,54,8,1,1,15,25,21,0,3,5611,29,11,152,14,4,1042,6,371,22,11,68,6,60,17,25,15,77,6,23,13,33786
N15#N11,85034,51,97,260,32,629,12,110,66,181,88,86,363,60,36,1336,836,743,1,11,53,15546,2,4,57,44,28,13,6,45,1,23,12,17,47,297,27,17,18,105,104,8,61795,2206,4,216,68,8,62,12,1,588,20,65,25,184,47,29,0,17,266,4,2158,99964,3,304,47,19,433,41,22,141,73,713,80,125,69,114,5,14,25,82,3,5,37998,7,36,116,6,750,32,9,12,5,0,87,23,94,16,669,549,66,190,301,4,54312,21,13,71,27,9,190,29,41,157,573,75,87,12,10,20,33,34,36,44,20,27232,6,59,110,3,253,94,483,184,76,22,14,2,339,107,16,5,11,148,13,4,71655,28,1483,368,43,14,14,19,54,247,1942,3,16,98,3,47,282,0,84,60,47,93168,76,66,327,70,654,2298,155,248,35,11,6,144,57,7,42,798,29,98,1109,48,113159,756,21,171,278,75,177,117,1001,65,77,83,5,2,10,29,17,6,362,58,856,29025,18,12,38,31,33,145,287,3,4,94,37,443,95,17,206,296,48,346,25,8,51175,32,109,64,909,317,28,0,52,436,12,11,55,28,54,87,15,30,286,11,23,55410,222,64,747,189,62,2,15,65,18,70,697,10,49,641,17,566,328,48,101,340,61786,358,134,64,44,10,42,35,93,7,62,11,128,234,15,1761,93,36,58,47,573,57842,149,62,19,60,18,1101,359,106,110,121,589,97,71,152,324,41,833,557,125,156,106996,1265,126,14,74,837,42,29,70,24,99,27,269,204,168,203,309,229,71,98,1587,69850,352,2,13,780,24,20,119,141,114,13,2174,45,1172,322,24,75,41,31,112,335,88610,6,9,2,23,0,2,19,11,3,0,2,40,7,0,2,9,21,16,2,4,5611,13,9,132,16,8,888,10,299,19,7,82,9,56,16,36,18,77,15,17,20,33786
N16#N12,84193,19,51,91,6,342,6,55,27,31,33,21,145,12,15,704,790,661,0,4,12,16238,2,0,32,40,10,7,0,13,0,11,3,2,29,210,10,8,9,55,66,5,61976,1073,2,160,55,4,16,4,1,479,9,25,7,66,25,29,0,19,203,0,1526,94117,0,203,33,13,295,31,21,68,17,450,42,43,50,106,2,3,18,45,1,0,38106,1,17,89,0,442,19,4,4,5,0,42,7,81,7,384,394,42,141,166,2,51678,18,7,33,6,5,68,10,18,118,325,41,46,5,0,4,18,28,17,10,8,28841,3,10,65,0,123,29,308,165,31,8,5,1,195,49,2,2,2,80,8,4,74594,10,510,288,28,3,2,3,27,204,1644,0,6,39,0,25,193,1,36,42,36,88113,22,75,327,9,352,1411,79,208,29,2,4,55,17,2,13,492,9,73,588,13,112887,632,4,79,182,51,91,38,719,21,19,32,3,1,3,12,2,1,269,37,493,29885,5,1,9,13,19,111,222,2,0,31,26,356,27,2,78,195,56,186,6,8,53246,3,30,46,674,170,15,0,33,354,11,7,11,6,14,52,12,10,146,6,10,50520,87,48,459,130,40,0,6,27,7,28,368,1,18,514,2,268,225,18,26,138,60999,407,21,27,17,3,15,26,83,5,16,1,69,217,21,733,53,24,27,22,361,59626,93,48,15,23,6,612,258,50,15,73,375,32,50,44,134,14,585,254,21,103,105783,925,54,14,31,731,16,19,12,3,40,12,290,84,54,188,156,81,12,54,880,70132,155,0,5,536,9,17,46,30,52,4,1639,10,569,305,4,11,12,8,34,142,88527,0,1,1,21,0,0,5,7,3,0,0,28,0,0,1,3,14,8,0,3,5757,4,4,104,9,3,482,2,254,6,0,32,2,36,1,22,19,41,4,6,7,32988
N17#N13,84198,12,59,107,6,208,4,76,22,28,23,18,179,10,9,546,888,583,0,2,4,16322,2,1,20,33,21,3,1,11,1,10,3,0,32,159,9,2,17,70,63,3,62061,838,4,109,49,5,16,1,0,431,0,19,6,53,10,27,0,10,128,0,1046,94766,1,127,5,4,255,7,9,32,4,286,17,15,34,70,0,2,4,32,1,1,38437,0,10,66,0,307,12,2,2,1,1,48,5,47,0,205,264,26,131,138,0,51635,11,9,22,3,3,54,7,18,94,357,28,40,3,1,2,27,30,0,9,5,28895,4,6,62,0,143,35,279,143,29,5,1,0,216,41,3,3,2,68,5,2,75757,11,423,233,26,1,1,8,29,220,1293,0,4,22,2,14,174,0,14,23,21,89165,6,50,275,3,265,815,44,123,6,1,2,31,5,2,6,376,2,51,431,7,112751,346,4,68,109,54,102,28,476,13,12,18,0,0,5,5,3,1,313,39,347,30471,5,0,3,14,12,137,203,1,1,26,9,274,21,4,31,128,41,206,2,1,54206,6,30,32,646,165,7,0,37,219,4,3,4,2,2,44,3,9,130,7,4,50711,74,17,364,98,17,0,2,16,7,10,337,1,11,372,1,251,121,10,29,112,61694,276,25,5,12,8,7,10,54,1,21,4,70,224,12,801,31,8,26,16,392,59425,76,40,3,23,7,469,208,43,12,69,202,27,39,33,121,14,700,228,11,127,106790,726,27,4,29,713,7,12,9,3,13,1,302,79,44,172,173,68,7,40,774,71522,127,0,1,430,3,29,46,44,42,0,1489,8,466,222,8,12,8,7,32,113,89018,0,4,0,19,0,1,2,4,1,0,0,22,1,1,0,6,19,6,0,0,5797,3,1,69,8,0,235,3,161,3,1,10,2,35,3,7,6,25,2,1,2,33399
N18#N13,84198,0,5,10,2,38,0,4,1,6,5,1,16,0,1,69,145,100,0,0,0,16322,0,0,2,4,3,0,0,1,0,0,0,0,10,30,0,0,2,15,9,1,62061,142,0,16,3,1,2,0,0,72,2,0,1,3,1,1,0,2,22,0,129,94766,0,32,0,0,40,2,0,0,0,44,2,3,2,6,0,0,0,3,0,0,38437,1,0,13,0,46,0,0,0,0,0,10,0,5,0,34,46,5,18,20,0,51635,1,0,3,0,0,5,0,0,11,63,1,4,0,0,0,5,3,0,0,2,28895,0,0,5,0,26,8,57,36,0,0,0,0,33,2,0,0,0,12,0,0,75757,1,57,68,2,0,0,1,1,45,258,0,0,1,0,2,32,0,1,1,3,89165,0,7,43,0,32,158,1,12,0,0,0,4,0,0,0,45,0,6,67,1,112751,49,0,13,6,3,19,1,79,1,1,3,0,1,0,0,0,0,58,5,54,30471,0,0,1,0,0,21,39,0,0,2,0,62,5,0,4,33,3,42,0,0,54206,2,1,2,144,24,0,0,7,39,1,0,2,0,1,4,0,0,23,1,0,50711,13,3,69,13,1,0,0,0,0,2,57,0,0,63,0,32,23,1,1,8,61694,72,1,0,1,2,1,0,8,0,1,0,20,37,1,115,5,2,1,3,59,59425,14,6,0,2,1,66,30,5,2,8,44,0,1,1,35,1,119,53,2,9,106790,132,1,0,1,141,1,0,4,0,2,1,50,6,2,26,29,12,1,7,112,71522,13,0,0,87,0,1,4,4,5,0,281,0,65,57,0,2,1,0,2,6,89018,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5797,0,1,15,2,1,33,0,31,1,0,1,0,5,0,2,0,6,0,1,0,33399
N19#N14,84919,40,145,223,32,423,8,168,59,102,71,85,356,31,20,1601,1656,1122,4,11,28,16184,5,1,78,44,37,15,2,26,3,23,7,9,44,273,20,17,16,147,97,10,62470,2281,4,205,77,11,46,9,3,728,14,37,10,190,34,41,1,31,230,3,2842,97508,3,212,38,22,464,39,23,113,18,576,47,86,78,120,1,11,17,91,4,2,38769,3,28,160,3,604,20,5,3,8,5,101,17,108,12,618,586,79,256,312,6,52655,17,27,70,22,11,164,21,39,158,666,85,151,12,8,12,52,53,12,35,10,28679,18,34,136,5,244,63,514,217,81,18,17,2,457,104,10,11,7,184,12,4,74298,30,1090,405,54,14,10,14,70,386,3096,0,11,72,6,34,300,2,43,48,52,92078,42,92,462,20,411,2099,164,274,37,3,6,100,28,7,25,875,13,100,1229,29,112237,877,18,142,276,74,187,79,1256,29,54,66,1,3,9,23,1,1,513,59,880,29977,12,6,8,29,22,220,483,0,1,46,39,538,59,9,129,285,61,333,21,9,52201,10,47,61,1618,365,28,0,81,435,20,24,27,14,22,126,18,33,258,11,26,53155,261,54,925,278,68,1,3,28,15,55,653,7,20,900,13,582,346,39,76,258,60877,382,92,51,24,11,39,34,127,8,42,6,113,424,36,2156,108,47,61,29,662,58094,163,99,17,42,26,1067,501,103,56,164,534,89,123,114,300,22,1349,532,56,157,108354,1697,103,12,78,1370,28,28,44,22,53,18,513,219,108,290,391,179,36,95,1737,72131,397,1,9,977,16,35,102,154,80,12,3206,35,1062,395,26,24,16,9,92,315,90172,4,15,2,23,1,1,23,5,5,2,1,47,3,2,1,13,21,19,2,1,5622,17,6,181,13,5,839,3,280,12,5,44,3,48,3,15,14,59,9,16,8,33906
N2#N1,79982,74,121,379,36,792,25,117,115,152,86,97,533,132,52,1766,1014,926,5,12,72,14554,6,4,96,80,25,18,4,52,5,39,15,14,67,469,67,48,23,116,120,6,57190,2761,3,229,93,5,49,8,2,533,28,96,12,163,48,28,0,18,380,5,2748,91349,0,252,68,16,316,60,12,97,67,1056,65,134,92,155,1,7,36,95,2,0,35183,11,56,172,3,855,54,8,11,7,6,72,15,141,23,1027,789,82,231,250,11,51858,15,8,73,32,18,230,49,58,136,713,116,119,9,7,23,25,96,68,57,14,25193,13,58,135,7,350,97,687,279,91,37,16,1,368,119,19,5,15,163,8,16,61777,35,1541,395,42,18,13,16,64,328,2469,2,23,112,4,47,312,3,67,57,35,81555,63,72,378,65,777,2568,193,282,31,6,6,148,53,9,59,863,34,133,1552,65,107211,1220,24,170,470,136,157,140,1467,40,98,83,5,2,13,56,18,5,394,73,1220,26924,16,17,49,39,46,215,385,6,4,96,39,521,98,8,224,347,44,377,23,15,44030,28,137,81,1171,406,20,0,53,540,17,29,70,11,49,98,18,68,170,17,29,51868,343,61,560,259,67,3,9,133,13,99,1076,9,56,688,15,792,464,50,138,343,56181,577,127,122,57,3,30,47,67,11,66,6,134,277,17,2595,145,41,87,61,590,57550,227,151,24,42,16,1757,468,167,132,75,697,92,62,194,153,53,1190,555,129,223,99572,2037,114,16,82,993,63,46,94,16,116,38,326,281,140,219,420,253,118,149,2035,62549,386,1,10,904,48,29,155,139,116,16,2485,30,1467,374,21,68,57,22,111,381,84006,7,21,5,23,0,1,22,9,2,2,5,40,5,0,3,4,41,16,1,7,5268,21,12,114,18,8,1026,7,362,23,6,98,4,52,9,31,17,85,8,21,21,30443
N20#N15,87705,14,30,61,9,147,4,25,13,33,13,18,60,17,10,381,181,186,1,0,13,16257,3,1,18,18,3,6,0,6,0,6,1,3,12,83,7,1,5,20,24,1,61991,336,2,32,20,2,4,1,1,101,4,7,1,34,7,9,0,9,54,1,547,100260,3,55,8,2,79,7,5,21,13,180,10,23,12,41,1,1,4,21,0,0,38963,1,8,32,0,157,3,2,4,2,1,24,5,31,6,166,151,15,47,53,2,55917,6,4,21,8,1,57,7,10,41,137,24,31,5,0,1,0,10,4,8,5,28470,1,4,31,0,49,18,116,35,15,4,1,0,57,15,2,1,2,35,1,0,72594,4,282,98,13,0,2,2,10,55,343,0,2,25,1,17,60,0,9,20,11,92601,13,20,67,17,149,448,43,82,12,0,0,35,12,3,13,158,10,26,269,12,115962,243,3,43,86,30,40,23,258,17,18,18,0,0,5,5,0,1,77,17,179,29873,3,3,8,11,10,46,50,1,0,15,5,75,13,2,33,78,15,56,2,1,52331,5,25,10,193,93,7,0,12,138,4,6,12,11,14,32,6,8,62,1,8,56313,54,17,174,53,20,0,2,20,2,14,172,0,11,157,2,112,97,11,27,104,62877,89,25,16,7,1,14,7,11,3,7,1,28,56,5,344,22,11,11,9,98,59288,39,23,3,12,6,199,89,15,12,34,130,9,13,21,61,7,138,104,18,39,109738,263,21,4,15,151,19,7,12,4,14,2,71,29,27,39,65,44,11,8,371,71092,64,0,3,147,6,7,33,17,16,1,375,7,231,72,9,10,5,3,13,70,89430,0,2,1,8,0,0,6,5,1,0,1,17,2,0,0,0,8,0,0,0,5788,6,2,23,3,2,178,4,72,6,3,14,1,14,3,4,4,22,3,3,3,33837
N21#N15,87705,19,67,154,25,372,9,65,45,104,36,42,273,27,24,811,519,503,0,9,35,16257,1,1,38,53,19,6,2,30,3,18,6,5,33,215,22,15,9,54,105,3,61991,1534,5,162,48,5,27,8,3,345,25,49,8,137,38,26,0,17,275,6,1483,100260,4,208,23,19,272,34,8,77,61,521,65,65,64,96,2,5,23,53,0,3,38963,8,15,86,1,531,15,2,6,1,6,63,8,78,14,430,405,47,149,208,9,55917,13,12,52,19,6,93,20,33,114,366,55,74,7,6,11,18,37,18,17,9,28470,3,25,78,4,146,91,326,117,52,13,2,1,226,60,9,8,7,102,10,4,72594,12,1034,210,28,7,4,16,42,170,1296,4,4,72,7,21,224,1,68,46,29,92601,50,56,250,46,511,1627,96,165,37,5,9,124,25,4,25,503,33,50,658,18,115962,461,11,129,198,85,113,72,679,40,45,78,1,0,13,16,14,1,243,49,717,29873,8,11,16,30,21,93,190,2,4,82,19,258,43,1,113,262,32,218,15,9,52331,16,59,70,613,255,27,0,37,306,8,7,25,12,25,75,19,18,230,9,16,56313,169,44,434,130,51,1,3,63,14,36,465,6,31,447,9,303,237,20,47,298,62877,256,66,42,28,5,24,28,68,6,41,4,100,169,12,954,70,18,50,52,352,59288,125,38,10,42,16,1024,208,86,70,80,418,60,47,92,196,26,529,383,58,132,109738,875,64,11,49,639,21,21,40,16,53,18,207,132,109,123,175,202,25,67,996,71092,221,0,6,506,18,23,66,72,95,10,1176,13,766,193,19,36,24,26,57,177,89430,3,3,7,12,1,1,12,13,2,0,4,29,3,0,3,5,14,16,3,1,5788,9,15,84,14,5,537,2,219,13,6,44,1,48,13,14,18,69,6,8,5,33837
N22#N19,84157,4,87,116,11,270,3,62,19,34,22,25,148,11,9,873,1219,761,0,1,3,16974,1,0,39,24,15,3,1,6,1,7,1,2,42,196,9,3,12,108,72,6,62926,1043,1,131,48,6,21,1,1,485,0,10,1,48,16,26,0,27,169,0,1676,96521,2,150,16,5,303,14,8,46,7,297,20,19,30,101,1,5,5,55,1,0,39725,1,8,85,1,339,5,1,2,1,1,60,4,67,2,275,266,42,174,179,3,51622,7,8,12,2,5,46,2,8,117,387,23,90,2,1,3,19,32,5,4,2,29819,1,8,63,0,170,34,284,217,33,9,3,0,220,51,4,3,4,80,7,6,75997,11,489,335,37,5,1,13,52,286,2119,0,2,17,2,20,179,1,11,13,28,92517,15,76,375,6,250,1185,48,201,15,1,4,28,10,2,8,581,5,63,727,11,112242,580,5,75,117,46,110,24,747,25,13,9,0,1,7,5,0,0,360,29,344,30372,5,4,2,10,7,125,256,0,0,16,11,300,22,4,35,136,49,206,4,4,53096,3,19,28,982,208,9,0,31,267,4,3,9,8,5,72,10,6,197,2,4,51836,161,36,585,187,18,0,2,13,6,15,291,1,4,631,3,286,171,10,34,134,60374,307,24,5,7,6,6,11,71,2,10,2,70,266,26,931,52,26,27,12,339,57276,121,57,5,22,12,527,288,47,9,113,339,34,76,50,158,11,1024,289,22,116,110153,976,38,4,61,997,6,10,14,4,14,5,450,121,31,170,230,89,5,58,898,73123,113,0,3,640,6,19,33,93,64,2,2075,6,543,334,7,5,9,6,24,136,91264,0,2,0,22,0,1,7,8,1,0,0,23,1,0,0,4,9,3,1,1,5619,5,2,131,11,3,393,1,195,6,3,10,0,38,2,9,5,33,4,4,3,34150
N23#N20,87503,41,80,169,33,456,11,129,61,141,119,54,278,36,28,1234,1321,998,1,9,31,16379,7,2,66,58,23,8,2,27,2,12,3,11,39,338,14,15,26,131,162,5,62458,2220,7,198,72,5,53,6,4,678,10,59,15,188,47,28,0,30,376,4,2419,99695,3,259,49,13,498,58,26,130,40,719,80,102,81,135,2,8,30,85,5,3,39058,5,22,155,2,712,24,8,5,1,3,84,16,119,9,532,673,65,239,343,9,55692,24,27,71,23,18,190,21,46,198,681,95,135,11,8,12,36,31,24,21,12,28779,7,32,95,3,193,75,534,182,60,17,4,5,359,70,9,5,7,128,13,5,72920,22,1194,380,37,6,7,11,54,242,2155,2,8,96,5,49,302,2,59,48,49,92048,34,93,427,24,737,2324,178,306,41,9,11,132,43,4,30,703,16,90,889,38,116008,752,11,172,253,100,153,86,1111,34,44,65,1,0,11,15,8,0,445,44,941,30103,6,8,17,36,16,171,362,1,1,75,25,402,66,7,127,309,81,311,18,8,52360,18,59,61,1283,380,22,1,47,605,20,18,29,19,31,86,44,32,370,20,27,55880,190,72,911,267,87,1,11,54,21,34,631,9,40,656,8,465,366,25,54,323,62833,411,81,41,32,11,36,36,111,10,44,6,102,360,32,1454,104,21,57,39,685,59514,163,83,25,67,31,1399,414,93,63,109,508,72,85,92,353,57,901,514,85,171,110868,1348,117,17,68,1053,33,29,36,12,61,24,413,157,128,345,224,161,33,96,1481,71372,304,2,7,713,11,29,83,90,107,6,2481,17,1099,460,12,27,11,23,81,280,89616,1,7,2,32,0,1,12,11,2,2,3,45,2,2,0,7,39,12,2,3,5776,7,11,122,14,1,693,6,286,8,3,35,1,47,7,24,8,76,7,9,6,33740
N24#N20,87503,4,6,13,0,30,1,5,5,7,3,3,17,1,2,111,34,37,0,1,4,16379,0,0,2,8,2,0,0,3,0,2,1,0,2,16,2,3,2,3,1,0,62458,75,0,7,1,1,2,1,0,19,1,4,1,5,2,1,0,0,13,0,150,99695,0,13,1,0,18,3,1,2,3,33,2,2,1,5,0,0,0,6,0,0,39058,1,1,7,0,36,2,1,0,0,0,5,1,12,2,40,43,4,2,14,0,55692,1,1,5,2,1,9,3,3,1,20,2,8,0,1,0,0,2,1,0,1,28779,0,2,6,0,16,1,35,9,3,0,0,0,11,5,1,0,0,10,0,0,72920,3,71,30,1,0,0,0,2,19,77,0,0,5,1,1,16,0,0,0,6,92048,1,2,26,1,26,93,2,20,3,0,1,5,1,1,1,35,1,5,75,2,116008,70,1,6,25,3,7,6,60,3,4,4,0,0,0,2,0,0,13,2,44,30103,0,0,0,1,1,14,8,0,0,4,1,14,4,0,5,15,0,17,1,1,52360,0,7,1,33,18,0,0,1,29,0,5,1,1,4,5,2,1,10,0,4,55880,14,3,17,17,2,0,0,3,0,4,37,0,1,42,0,38,21,3,8,23,62833,25,1,3,3,1,1,1,1,1,2,1,7,14,2,59,3,4,2,2,15,59514,8,7,1,1,1,41,25,7,4,3,32,5,1,5,5,2,37,29,1,7,110868,75,4,0,4,37,0,1,5,1,3,2,16,9,4,8,23,17,1,3,99,71372,10,0,0,33,1,2,3,5,5,0,60,1,64,21,0,2,4,3,2,12,89616,0,1,0,3,0,0,5,0,0,0,0,6,1,0,0,0,3,0,0,0,5776,1,0,6,2,0,55,0,24,1,0,1,1,5,0,1,0,7,2,1,0,33740
N25#N21,90842,35,101,229,31,551,12,107,60,134,61,59,389,42,33,1218,989,698,3,10,55,16604,6,5,71,124,30,7,0,39,0,25,8,8,52,309,24,21,27,79,189,7,61947,2100,5,242,70,6,47,10,2,453,44,51,16,158,52,26,0,20,429,5,2255,99791,1,239,37,17,385,54,20,93,78,649,94,107,92,99,3,2,42,82,6,7,39347,10,32,101,2,870,17,9,23,8,5,87,15,127,22,473,520,45,181,254,0,56888,19,20,73,25,3,131,46,31,139,520,74,88,10,6,36,27,43,25,34,15,29411,2,21,116,1,204,156,443,217,67,21,8,4,235,133,5,5,16,158,21,2,73097,20,1758,291,27,24,10,17,51,246,2573,1,6,122,11,33,287,2,92,80,26,91180,66,51,269,85,861,2904,149,244,43,7,7,156,36,8,40,657,42,85,762,30,117768,546,21,218,266,172,197,95,875,70,41,104,0,0,16,23,23,8,293,50,1212,30075,13,19,32,36,33,186,364,0,2,135,26,429,76,8,218,410,37,257,32,10,52585,44,100,100,1171,359,30,1,36,480,11,16,32,14,29,69,25,25,205,13,18,57224,154,48,638,156,47,3,10,79,6,38,643,8,63,547,7,516,306,21,47,535,63455,565,127,70,22,18,29,51,64,5,35,5,114,244,15,1265,101,21,37,61,531,60983,111,48,14,52,16,1722,247,121,92,104,766,81,56,98,221,39,775,695,81,184,110433,1274,120,24,52,1052,25,42,53,18,80,19,282,145,137,164,225,306,45,67,1646,72190,300,2,8,861,13,25,106,82,160,4,1812,30,1151,273,19,64,29,32,103,279,90517,3,9,5,14,2,2,13,23,2,0,5,43,4,0,4,9,33,7,2,2,5844,11,33,128,20,11,981,15,343,19,6,84,6,59,18,33,25,101,13,19,9,33785
